id_atendimento,id_cliente,id_servico,data_atendimento,status,tempo_dias,valor_final
2036,8813,5,2023-07-03,Cancelado,0,0
2037,383,2,2023-10-17,Pendente,0,0
2038,5933,2,2023-09-14,Pendente,0,0
2039,8306,2,2023-09-09,Cancelado,0,0
2040,4092,5,2023-12-28,Pendente,0,0
2041,2310,1,2023-10-25,Concluído,5,166
2042,8845,3,2023-06-18,Pendente,0,0
2043,904,1,2023-03-24,Cancelado,0,0
2044,7835,3,2023-03-11,Pendente,0,0
2045,4896,2,2023-10-24,Pendente,0,0
2046,9188,2,2023-03-05,Concluído,5,325
2047,8165,2,2023-07-19,Pendente,0,0
2048,5264,4,2023-11-01,Pendente,0,0
2049,8419,1,2023-02-03,Cancelado,0,0
2050,5981,2,2023-04-29,Pendente,0,0
2051,1943,1,2023-05-24,Pendente,0,0
2052,1813,1,2023-12-20,Pendente,0,0
2053,4510,4,2023-12-26,Pendente,0,0
2054,3411,5,2023-01-15,Concluído,2,343
2055,8099,1,2023-04-13,Concluído,2,228
2056,5446,5,2023-09-14,Pendente,0,0
2057,3634,3,2023-09-02,Pendente,0,0
2058,8360,2,2023-02-11,Concluído,5,293
2059,5798,4,2023-03-24,Pendente,0,0
2060,3495,2,2023-03-12,Concluído,3,337
2061,212,2,2023-05-24,Concluído,4,324
2062,7940,3,2023-10-24,Cancelado,0,0
2063,5995,2,2023-01-02,Concluído,2,229
2064,8578,3,2023-10-02,Concluído,4,215
2065,9133,2,2023-08-11,Concluído,2,172
2066,3212,4,2023-04-28,Pendente,0,0
2067,6462,4,2023-09-01,Concluído,4,308
2068,399,1,2023-06-09,Concluído,2,346
2069,4307,5,2023-07-18,Pendente,0,0
2070,874,2,2023-11-07,Concluído,4,350
2071,7000,2,2023-11-10,Pendente,0,0
2072,421,2,2023-07-31,Concluído,7,267
2073,516,3,2023-12-13,Cancelado,0,0
2074,7718,2,2023-02-22,Concluído,5,230
2075,9101,3,2023-04-28,Pendente,0,0
2076,9290,1,2023-10-30,Cancelado,0,0
2077,7904,3,2023-02-15,Pendente,0,0
2078,2717,5,2023-03-23,Cancelado,0,0
2079,9500,4,2023-05-27,Concluído,6,341
2080,2882,1,2023-10-10,Pendente,0,0
2081,4982,2,2023-04-30,Concluído,6,228
2082,1680,3,2023-10-21,Concluído,1,222
2083,9499,1,2023-05-26,Pendente,0,0
2084,6533,1,2023-12-27,Cancelado,0,0
2085,1095,4,2023-03-31,Concluído,2,325
2086,3708,5,2023-12-23,Pendente,0,0
2087,6363,3,2023-08-03,Pendente,0,0
2088,8340,3,2023-12-07,Pendente,0,0
2089,316,5,2023-10-29,Cancelado,0,0
2090,4128,4,2023-10-01,Concluído,7,223
2091,7360,5,2023-09-01,Cancelado,0,0
2092,3304,4,2023-05-07,Pendente,0,0
2093,2554,5,2023-09-26,Concluído,6,295
2094,3242,5,2023-10-20,Concluído,3,161
2095,3960,1,2023-09-27,Concluído,2,204
2096,6838,5,2023-06-20,Concluído,5,217
2097,9376,3,2023-03-08,Pendente,0,0
2098,2511,1,2023-05-30,Pendente,0,0
2099,2591,5,2023-04-30,Cancelado,0,0
2100,9582,3,2023-06-02,Pendente,0,0
2101,5212,5,2023-03-12,Pendente,0,0
2102,8656,5,2023-06-28,Concluído,3,312
2103,8972,2,2023-03-13,Cancelado,0,0
2104,3434,2,2023-09-02,Concluído,6,285
2105,6565,3,2023-10-21,Pendente,0,0
2106,4757,4,2023-05-12,Pendente,0,0
2107,7596,5,2023-05-25,Cancelado,0,0
2108,1678,3,2023-04-01,Pendente,0,0
2109,3007,2,2023-08-28,Concluído,7,213
2110,1513,2,2023-04-05,Pendente,0,0
2111,3054,3,2023-12-04,Cancelado,0,0
2112,7070,4,2023-04-07,Pendente,0,0
2113,9715,2,2023-07-07,Cancelado,0,0
2114,5956,2,2023-04-02,Cancelado,0,0
2115,3641,1,2023-12-27,Cancelado,0,0
2116,9556,1,2023-06-10,Concluído,7,209
2117,7965,3,2023-06-08,Pendente,0,0
2118,8831,1,2023-10-07,Pendente,0,0
2119,9312,5,2023-05-15,Cancelado,0,0
2120,6767,3,2023-01-01,Concluído,2,231
2121,4396,1,2023-03-07,Pendente,0,0
2122,2903,2,2023-02-18,Pendente,0,0
2123,2871,4,2023-09-28,Concluído,6,316
2124,3292,5,2023-07-11,Cancelado,0,0
2125,6797,1,2023-12-07,Concluído,2,162
2126,9767,3,2023-02-15,Pendente,0,0
2127,483,5,2023-05-03,Pendente,0,0
2128,7049,3,2023-09-06,Concluído,5,231
2129,1588,4,2023-04-12,Concluído,7,305
2130,1790,1,2023-06-25,Pendente,0,0
2131,7745,1,2023-09-23,Cancelado,0,0
2132,7033,5,2023-03-22,Pendente,0,0
2133,2654,1,2023-04-07,Pendente,0,0
2134,8951,5,2023-03-04,Cancelado,0,0
2135,956,5,2023-06-20,Concluído,6,213
2136,2684,2,2023-01-29,Pendente,0,0
2137,8814,2,2023-11-27,Pendente,0,0
2138,1885,3,2023-05-09,Concluído,3,196
2139,8318,1,2023-02-07,Concluído,3,246
2140,9281,4,2023-12-15,Cancelado,0,0
2141,4706,5,2023-12-14,Concluído,6,349
2142,83,3,2023-11-10,Pendente,0,0
2143,2170,2,2023-05-24,Pendente,0,0
2144,2535,3,2023-06-15,Cancelado,0,0
2145,415,1,2023-07-11,Pendente,0,0
2146,5561,1,2023-02-17,Pendente,0,0
2147,9109,4,2023-08-01,Cancelado,0,0
2148,7183,1,2023-01-20,Concluído,4,280
2149,3300,3,2023-09-26,Cancelado,0,0
2150,1295,4,2023-04-02,Concluído,4,150
2151,1857,2,2023-10-19,Concluído,7,271
2152,7795,4,2023-05-21,Pendente,0,0
2153,3641,4,2023-03-27,Concluído,6,233
2154,6929,5,2023-03-11,Cancelado,0,0
2155,930,3,2023-11-27,Concluído,2,155
2156,6297,5,2023-10-08,Concluído,2,276
2157,6,2,2023-07-21,Cancelado,0,0
2158,9821,1,2023-11-07,Cancelado,0,0
2159,5341,2,2023-01-02,Pendente,0,0
2160,370,2,2023-04-21,Concluído,2,172
2161,7524,2,2023-08-21,Pendente,0,0
2162,7975,5,2023-09-11,Concluído,7,179
2163,3795,2,2023-07-03,Cancelado,0,0
2164,834,2,2023-05-14,Concluído,7,291
2165,61,3,2023-03-13,Pendente,0,0
2166,2875,5,2024-01-01,Concluído,6,207
2167,5710,5,2023-12-25,Cancelado,0,0
2168,7868,1,2023-04-06,Concluído,4,198
2169,9867,3,2023-08-30,Pendente,0,0
2170,3961,2,2023-01-27,Pendente,0,0
2171,5683,3,2023-07-06,Pendente,0,0
2172,770,1,2023-07-02,Concluído,7,274
2173,5529,1,2023-07-27,Concluído,2,238
2174,6697,3,2023-04-03,Cancelado,0,0
2175,1897,3,2023-12-19,Concluído,7,346
2176,8698,5,2023-06-04,Pendente,0,0
2177,3666,1,2023-01-20,Cancelado,0,0
2178,82,3,2023-10-10,Cancelado,0,0
2179,6881,4,2023-11-21,Cancelado,0,0
2180,7552,2,2023-07-14,Pendente,0,0
2181,6224,5,2023-11-26,Concluído,7,285
2182,6369,2,2023-07-13,Concluído,2,204
2183,8894,5,2023-07-29,Pendente,0,0
2184,2079,3,2023-09-13,Concluído,3,259
2185,2897,5,2023-05-13,Pendente,0,0
2186,3273,1,2023-02-22,Cancelado,0,0
2187,5273,3,2023-01-16,Cancelado,0,0
2188,8100,3,2023-10-02,Pendente,0,0
2189,843,5,2023-06-10,Cancelado,0,0
2190,9936,1,2023-01-27,Concluído,2,295
2191,6201,2,2023-03-28,Pendente,0,0
2192,1396,5,2023-07-12,Cancelado,0,0
2193,6973,1,2023-08-19,Pendente,0,0
2194,5687,4,2023-12-06,Pendente,0,0
2195,9164,1,2023-08-30,Pendente,0,0
2196,2448,2,2023-09-18,Cancelado,0,0
2197,144,2,2023-11-11,Concluído,4,329
2198,3852,5,2023-01-20,Pendente,0,0
2199,9236,1,2023-06-29,Cancelado,0,0
2200,2128,5,2023-02-01,Pendente,0,0
2201,2803,1,2023-06-07,Concluído,3,197
2202,4701,2,2023-04-04,Concluído,2,272
2203,8932,5,2023-07-30,Cancelado,0,0
2204,6720,5,2023-11-20,Cancelado,0,0
2205,5602,2,2023-11-27,Pendente,0,0
2206,3524,2,2023-12-31,Cancelado,0,0
2207,8499,1,2023-09-20,Pendente,0,0
2208,5222,5,2023-10-26,Concluído,2,192
2209,419,3,2023-10-27,Concluído,7,163
2210,6540,4,2023-04-22,Concluído,4,333
2211,7140,4,2023-11-04,Concluído,2,277
2212,3375,2,2023-02-25,Concluído,1,324
2213,2321,5,2023-03-09,Concluído,7,240
2214,2041,3,2023-09-18,Pendente,0,0
2215,696,1,2023-06-20,Pendente,0,0
2216,8266,5,2023-10-11,Concluído,2,192
2217,9111,1,2023-01-02,Pendente,0,0
2218,4888,1,2023-05-04,Pendente,0,0
2219,980,4,2023-11-28,Pendente,0,0
2220,9726,5,2023-12-06,Cancelado,0,0
2221,7504,1,2023-08-24,Concluído,2,286
2222,6533,5,2023-10-21,Concluído,4,286
2223,7049,4,2023-04-25,Concluído,2,258
2224,8472,3,2023-05-12,Concluído,3,221
2225,4148,5,2023-03-19,Concluído,3,251
2226,8823,5,2023-12-26,Pendente,0,0
2227,5800,5,2023-08-02,Cancelado,0,0
2228,4611,4,2023-10-21,Pendente,0,0
2229,5415,1,2023-02-06,Cancelado,0,0
2230,6974,1,2023-03-09,Cancelado,0,0
2231,338,2,2023-09-18,Concluído,3,192
2232,4740,5,2023-02-19,Cancelado,0,0
2233,4694,1,2023-06-16,Pendente,0,0
2234,1866,1,2023-06-02,Concluído,2,258
2235,381,5,2023-03-08,Concluído,6,317
2236,314,5,2023-01-14,Concluído,5,201
2237,4351,3,2023-03-14,Pendente,0,0
2238,6620,1,2023-06-15,Cancelado,0,0
2239,1285,5,2023-02-16,Concluído,3,239
2240,2522,5,2023-01-09,Cancelado,0,0
2241,7752,1,2023-07-18,Pendente,0,0
2242,3209,3,2023-02-22,Cancelado,0,0
2243,6500,4,2023-06-21,Pendente,0,0
2244,5098,5,2023-05-08,Concluído,2,323
2245,6672,5,2023-07-13,Cancelado,0,0
2246,2747,5,2023-10-03,Concluído,4,275
2247,3704,1,2023-11-07,Pendente,0,0
2248,8867,1,2023-04-29,Concluído,1,259
2249,6948,3,2023-10-05,Concluído,2,260
2250,1112,4,2023-03-08,Cancelado,0,0
2251,745,1,2023-08-25,Cancelado,0,0
2252,968,5,2023-12-20,Pendente,0,0
2253,85,5,2023-10-13,Pendente,0,0
2254,3779,2,2023-04-11,Pendente,0,0
2255,5850,3,2023-11-29,Concluído,4,291
2256,7338,1,2023-10-15,Pendente,0,0
2257,1535,2,2023-03-15,Cancelado,0,0
2258,460,2,2023-04-02,Pendente,0,0
2259,458,2,2023-02-28,Concluído,6,340
2260,7922,2,2023-05-16,Concluído,4,262
2261,4575,2,2023-01-12,Pendente,0,0
2262,7450,3,2023-03-20,Concluído,6,153
2263,9579,1,2023-05-08,Cancelado,0,0
2264,424,3,2023-11-13,Cancelado,0,0
2265,2955,2,2023-09-02,Concluído,3,335
2266,7660,2,2023-11-19,Cancelado,0,0
2267,494,4,2023-08-31,Concluído,6,222
2268,9726,2,2023-06-23,Cancelado,0,0
2269,5341,5,2023-04-09,Concluído,4,336
2270,5282,2,2023-06-12,Cancelado,0,0
2271,7599,2,2023-10-23,Cancelado,0,0
2272,2390,1,2023-10-05,Pendente,0,0
2273,1941,1,2023-12-16,Pendente,0,0
2274,2695,1,2023-09-16,Cancelado,0,0
2275,6079,2,2023-06-10,Concluído,5,189
2276,3293,5,2023-12-28,Pendente,0,0
2277,7969,5,2023-12-16,Pendente,0,0
2278,9152,1,2023-04-08,Pendente,0,0
2279,5777,4,2023-04-03,Pendente,0,0
2280,62,3,2023-08-09,Pendente,0,0
2281,2577,3,2023-05-27,Cancelado,0,0
2282,3637,5,2023-08-01,Pendente,0,0
2283,1736,5,2023-06-23,Cancelado,0,0
2284,7091,3,2023-11-02,Concluído,5,185
2285,8073,5,2023-07-24,Concluído,2,280
2286,5510,2,2023-08-30,Cancelado,0,0
2287,8103,3,2023-10-03,Pendente,0,0
2288,599,5,2023-05-30,Concluído,5,206
2289,6591,5,2023-06-21,Concluído,3,303
2290,6873,3,2023-11-28,Concluído,1,204
2291,2526,2,2023-03-26,Cancelado,0,0
2292,3704,3,2023-01-21,Pendente,0,0
2293,363,4,2023-02-15,Concluído,2,324
2294,4769,3,2023-01-16,Concluído,7,220
2295,9710,1,2023-06-30,Pendente,0,0
2296,3674,1,2023-04-04,Concluído,5,335
2297,8306,1,2023-02-07,Pendente,0,0
2298,4077,3,2023-10-22,Cancelado,0,0
2299,7150,4,2023-12-02,Pendente,0,0
2300,3540,3,2023-04-13,Pendente,0,0
2301,2955,4,2023-07-25,Cancelado,0,0
2302,3367,4,2023-01-10,Pendente,0,0
2303,968,5,2023-06-09,Concluído,4,290
2304,6901,1,2023-04-25,Cancelado,0,0
2305,3124,3,2023-01-06,Cancelado,0,0
2306,9172,1,2023-10-08,Cancelado,0,0
2307,1298,1,2023-06-03,Cancelado,0,0
2308,2957,2,2023-03-23,Pendente,0,0
2309,2471,1,2023-06-18,Concluído,5,250
2310,745,3,2023-04-04,Pendente,0,0
2311,8136,5,2023-01-15,Concluído,6,295
2312,35,5,2023-01-30,Cancelado,0,0
2313,1627,5,2023-01-31,Concluído,1,235
2314,9395,4,2023-06-07,Concluído,2,312
2315,8968,5,2023-02-25,Cancelado,0,0
2316,7907,3,2023-05-05,Pendente,0,0
2317,4901,4,2023-02-25,Cancelado,0,0
2318,3195,2,2023-11-03,Pendente,0,0
2319,6532,2,2023-11-13,Cancelado,0,0
2320,3572,5,2023-07-12,Pendente,0,0
2321,3501,5,2023-08-10,Cancelado,0,0
2322,524,1,2023-06-29,Concluído,1,254
2323,3204,4,2023-10-13,Pendente,0,0
2324,8082,2,2023-12-21,Concluído,5,321
2325,8815,2,2023-11-06,Pendente,0,0
2326,5838,5,2023-09-28,Pendente,0,0
2327,6028,5,2023-09-24,Cancelado,0,0
2328,1457,2,2023-06-10,Concluído,4,292
2329,7501,4,2023-05-09,Pendente,0,0
2330,6580,3,2023-03-12,Cancelado,0,0
2331,4574,1,2023-12-19,Pendente,0,0
2332,3256,3,2023-02-10,Pendente,0,0
2333,4525,2,2023-08-08,Concluído,6,168
2334,5201,4,2023-08-07,Pendente,0,0
2335,8857,3,2023-01-09,Cancelado,0,0
2336,8847,2,2023-06-21,Cancelado,0,0
2337,6602,3,2023-12-30,Pendente,0,0
2338,1481,1,2023-02-18,Concluído,2,278
2339,1895,5,2023-10-14,Cancelado,0,0
2340,6192,3,2023-06-14,Concluído,2,244
2341,3837,4,2023-03-02,Cancelado,0,0
2342,3616,2,2023-01-30,Pendente,0,0
2343,4577,2,2023-05-23,Pendente,0,0
2344,2906,1,2023-12-15,Concluído,7,309
2345,1072,1,2023-05-06,Concluído,6,297
2346,4812,2,2023-02-06,Pendente,0,0
2347,7475,5,2023-02-13,Cancelado,0,0
2348,444,4,2023-01-07,Pendente,0,0
2349,5101,1,2023-07-31,Concluído,7,243
2350,7057,4,2023-08-12,Concluído,1,222
2351,1612,1,2023-12-31,Concluído,5,204
2352,4436,5,2023-01-04,Concluído,1,217
2353,4561,5,2023-04-17,Cancelado,0,0
2354,2121,2,2023-11-12,Pendente,0,0
2355,8950,1,2023-09-17,Pendente,0,0
2356,2125,2,2023-03-17,Cancelado,0,0
2357,8662,3,2023-06-08,Cancelado,0,0
2358,4896,1,2023-03-21,Concluído,6,292
2359,9924,1,2023-04-10,Cancelado,0,0
2360,548,2,2023-12-16,Cancelado,0,0
2361,1981,2,2023-02-06,Pendente,0,0
2362,5560,1,2023-02-27,Concluído,6,277
2363,2483,5,2023-02-09,Concluído,2,186
2364,8825,3,2023-04-29,Concluído,1,209
2365,163,1,2023-01-29,Pendente,0,0
2366,1166,4,2023-05-05,Cancelado,0,0
2367,4560,2,2023-02-11,Concluído,5,237
2368,3094,5,2023-01-02,Concluído,6,188
2369,7750,5,2023-08-24,Concluído,3,202
2370,6524,3,2023-04-02,Cancelado,0,0
2371,8958,3,2023-03-08,Pendente,0,0
2372,8646,3,2023-04-01,Concluído,6,189
2373,34,2,2023-03-24,Pendente,0,0
2374,505,1,2023-07-21,Cancelado,0,0
2375,700,3,2023-11-28,Pendente,0,0
2376,7297,4,2023-07-17,Cancelado,0,0
2377,1246,1,2023-05-30,Concluído,3,174
2378,6894,1,2023-01-15,Cancelado,0,0
2379,7705,1,2023-07-09,Pendente,0,0
2380,2604,2,2023-11-08,Cancelado,0,0
2381,4784,5,2023-01-10,Cancelado,0,0
2382,1494,5,2023-04-21,Pendente,0,0
2383,3519,2,2023-02-20,Concluído,2,277
2384,7862,5,2023-02-24,Cancelado,0,0
2385,417,4,2023-08-10,Concluído,1,154
2386,1307,3,2023-10-05,Cancelado,0,0
2387,1308,4,2023-08-21,Concluído,6,223
2388,7259,2,2023-06-13,Cancelado,0,0
2389,1445,3,2023-11-09,Concluído,2,182
2390,7399,5,2023-03-15,Cancelado,0,0
2391,983,3,2023-08-06,Cancelado,0,0
2392,5436,2,2023-01-12,Pendente,0,0
2393,8356,5,2023-01-02,Pendente,0,0
2394,3746,4,2023-03-16,Cancelado,0,0
2395,9870,1,2023-03-30,Pendente,0,0
2396,8581,2,2023-01-07,Pendente,0,0
2397,8164,2,2023-10-20,Concluído,2,163
2398,1753,4,2023-10-17,Pendente,0,0
2399,6904,2,2023-03-05,Cancelado,0,0
2400,1513,5,2023-10-11,Concluído,5,280
2401,664,1,2023-05-08,Pendente,0,0
2402,6128,5,2023-12-24,Cancelado,0,0
2403,9041,1,2023-06-16,Cancelado,0,0
2404,5064,3,2023-01-11,Cancelado,0,0
2405,8377,3,2023-05-11,Cancelado,0,0
2406,8625,1,2023-08-10,Cancelado,0,0
2407,9593,3,2023-12-02,Cancelado,0,0
2408,7098,5,2023-06-22,Concluído,4,176
2409,5754,5,2023-04-22,Concluído,3,221
2410,3747,1,2023-08-04,Cancelado,0,0
2411,797,2,2023-01-27,Concluído,7,304
2412,4674,5,2023-03-03,Cancelado,0,0
2413,7184,5,2023-09-03,Pendente,0,0
2414,8844,5,2023-06-08,Pendente,0,0
2415,3964,3,2023-03-22,Pendente,0,0
2416,1947,2,2023-03-13,Concluído,7,266
2417,7445,3,2023-06-06,Pendente,0,0
2418,7563,4,2023-03-12,Cancelado,0,0
2419,9004,2,2023-03-15,Pendente,0,0
2420,6291,3,2023-10-15,Concluído,7,276
2421,8353,1,2023-10-10,Cancelado,0,0
2422,7685,1,2023-04-11,Cancelado,0,0
2423,665,4,2023-01-10,Pendente,0,0
2424,8722,2,2023-08-09,Pendente,0,0
2425,3041,1,2023-05-08,Pendente,0,0
2426,8010,4,2023-05-04,Cancelado,0,0
2427,7782,2,2023-04-27,Pendente,0,0
2428,5311,5,2023-05-06,Pendente,0,0
2429,8354,2,2023-05-16,Concluído,1,277
2430,6423,2,2023-07-14,Pendente,0,0
2431,7952,3,2023-05-09,Concluído,2,279
2432,8802,1,2023-05-02,Pendente,0,0
2433,4215,5,2023-06-11,Cancelado,0,0
2434,8532,3,2023-06-28,Concluído,6,304
2435,1424,4,2023-10-31,Cancelado,0,0
2436,9416,3,2023-07-29,Concluído,6,172
2437,5495,5,2023-08-10,Cancelado,0,0
2438,6201,4,2023-09-30,Cancelado,0,0
2439,2093,2,2023-12-22,Pendente,0,0
2440,8586,4,2023-04-03,Cancelado,0,0
2441,2230,1,2023-07-05,Pendente,0,0
2442,382,4,2023-07-11,Pendente,0,0
2443,4835,4,2023-07-03,Concluído,5,153
2444,6665,2,2023-03-30,Cancelado,0,0
2445,7445,2,2023-07-01,Concluído,6,302
2446,1325,3,2023-12-18,Pendente,0,0
2447,4392,2,2023-02-03,Cancelado,0,0
2448,8187,5,2023-06-13,Concluído,7,334
2449,5558,5,2023-10-21,Cancelado,0,0
2450,7715,4,2023-09-14,Concluído,5,198
2451,9027,3,2023-01-04,Concluído,6,249
2452,99,2,2023-08-15,Concluído,1,319
2453,7082,2,2023-03-06,Pendente,0,0
2454,670,1,2023-02-17,Cancelado,0,0
2455,6144,2,2023-11-24,Pendente,0,0
2456,5094,1,2023-03-30,Concluído,7,337
2457,5508,3,2023-08-15,Concluído,1,285
2458,2499,1,2023-01-27,Cancelado,0,0
2459,738,2,2023-07-10,Cancelado,0,0
2460,1155,5,2023-10-29,Pendente,0,0
2461,8809,1,2023-09-21,Pendente,0,0
2462,5376,5,2023-02-05,Concluído,2,161
2463,5806,1,2023-07-05,Pendente,0,0
2464,6897,2,2023-12-07,Pendente,0,0
2465,1472,5,2023-08-23,Cancelado,0,0
2466,1529,5,2023-09-05,Concluído,2,274
2467,674,5,2023-08-09,Pendente,0,0
2468,7690,1,2023-12-10,Cancelado,0,0
2469,191,5,2023-12-16,Cancelado,0,0
2470,3292,3,2023-09-20,Cancelado,0,0
2471,3353,3,2023-09-26,Concluído,3,314
2472,7474,4,2023-04-14,Concluído,7,150
2473,8550,1,2023-07-02,Cancelado,0,0
2474,6159,4,2023-05-27,Cancelado,0,0
2475,8750,2,2023-11-21,Cancelado,0,0
2476,2361,2,2023-04-04,Pendente,0,0
2477,9592,4,2023-07-07,Concluído,2,179
2478,4901,4,2023-01-10,Pendente,0,0
2479,9705,4,2023-11-28,Concluído,5,261
2480,6485,2,2023-11-16,Pendente,0,0
2481,2922,4,2023-09-21,Pendente,0,0
2482,2233,5,2023-11-07,Cancelado,0,0
2483,4364,3,2023-07-20,Cancelado,0,0
2484,4809,2,2023-08-28,Concluído,4,206
2485,8897,2,2023-12-24,Pendente,0,0
2486,1788,4,2023-03-13,Concluído,5,259
2487,9132,4,2023-06-30,Pendente,0,0
2488,4870,4,2023-07-26,Cancelado,0,0
2489,4706,2,2023-06-13,Pendente,0,0
2490,7894,5,2023-01-11,Concluído,7,279
2491,4346,3,2023-07-07,Concluído,3,202
2492,898,4,2023-11-11,Concluído,1,237
2493,8732,3,2023-02-12,Concluído,4,165
2494,6244,1,2023-08-27,Cancelado,0,0
2495,2806,3,2023-09-26,Pendente,0,0
2496,1237,5,2023-11-05,Concluído,7,151
2497,3800,3,2023-12-18,Concluído,2,239
2498,8354,4,2023-11-17,Pendente,0,0
2499,3237,4,2023-09-02,Concluído,2,284
2500,6390,2,2023-09-10,Pendente,0,0
2501,8392,5,2023-10-26,Cancelado,0,0
2502,556,1,2023-06-02,Cancelado,0,0
2503,3726,3,2023-11-03,Concluído,2,203
2504,2718,2,2023-09-07,Pendente,0,0
2505,7915,5,2023-09-24,Pendente,0,0
2506,8472,5,2023-08-25,Pendente,0,0
2507,5406,5,2023-04-24,Concluído,1,173
2508,886,4,2023-03-21,Pendente,0,0
2509,9015,4,2023-11-25,Cancelado,0,0
2510,8341,2,2023-05-15,Pendente,0,0
2511,7466,4,2023-07-01,Pendente,0,0
2512,75,3,2023-06-30,Cancelado,0,0
2513,9424,5,2023-11-10,Cancelado,0,0
2514,3156,5,2023-08-14,Concluído,3,250
2515,8364,2,2023-11-05,Pendente,0,0
2516,7701,1,2023-11-09,Concluído,4,226
2517,9331,2,2023-02-11,Cancelado,0,0
2518,2116,2,2023-11-25,Pendente,0,0
2519,9868,5,2023-07-25,Cancelado,0,0
2520,2621,4,2023-04-02,Concluído,3,186
2521,6649,5,2023-11-29,Pendente,0,0
2522,9074,4,2023-07-15,Cancelado,0,0
2523,7425,3,2023-11-01,Pendente,0,0
2524,7626,1,2023-12-30,Pendente,0,0
2525,5716,2,2023-10-20,Cancelado,0,0
2526,6089,5,2023-04-27,Cancelado,0,0
2527,7930,4,2023-06-20,Cancelado,0,0
2528,2116,1,2023-10-07,Concluído,1,254
2529,6706,2,2023-10-23,Pendente,0,0
2530,4581,2,2023-10-15,Concluído,6,162
2531,9308,2,2023-07-19,Cancelado,0,0
2532,8318,2,2023-12-24,Concluído,3,326
2533,3654,4,2023-07-30,Cancelado,0,0
2534,2572,1,2023-07-31,Cancelado,0,0
2535,5170,4,2023-12-15,Cancelado,0,0
2536,3838,5,2023-04-21,Concluído,1,330
2537,4216,3,2023-08-14,Cancelado,0,0
2538,7338,1,2023-01-25,Concluído,7,256
2539,3274,5,2023-01-05,Concluído,4,214
2540,5111,1,2023-06-01,Pendente,0,0
2541,1739,3,2023-03-21,Pendente,0,0
2542,3379,4,2023-07-11,Concluído,6,227
2543,4071,1,2023-06-28,Pendente,0,0
2544,4481,3,2023-10-23,Concluído,7,180
2545,9351,1,2023-11-12,Concluído,6,185
2546,7442,2,2023-05-10,Concluído,2,273
2547,4907,2,2023-01-21,Concluído,1,170
2548,9095,5,2023-05-03,Cancelado,0,0
2549,8648,2,2023-06-29,Cancelado,0,0
2550,6809,1,2023-07-30,Pendente,0,0
2551,4397,4,2023-08-28,Cancelado,0,0
2552,5303,1,2023-09-23,Cancelado,0,0
2553,1707,4,2023-09-12,Pendente,0,0
2554,9872,4,2023-04-11,Cancelado,0,0
2555,5985,2,2023-10-29,Concluído,1,328
2556,8449,1,2023-10-19,Pendente,0,0
2557,8707,5,2023-11-16,Concluído,1,261
2558,9344,4,2023-01-11,Concluído,6,270
2559,8804,1,2023-04-07,Concluído,6,213
2560,348,2,2023-04-05,Concluído,4,166
2561,2643,3,2023-10-08,Concluído,7,291
2562,6175,1,2023-08-08,Concluído,7,152
2563,9911,5,2023-02-28,Pendente,0,0
2564,3572,5,2023-07-02,Cancelado,0,0
2565,3126,3,2023-12-31,Pendente,0,0
2566,9002,4,2023-03-08,Cancelado,0,0
2567,6624,3,2023-05-07,Concluído,4,200
2568,9602,3,2023-01-03,Concluído,2,326
2569,3165,4,2023-06-04,Cancelado,0,0
2570,6516,4,2023-02-26,Pendente,0,0
2571,1584,5,2023-01-02,Cancelado,0,0
2572,3416,4,2023-10-13,Pendente,0,0
2573,2936,1,2023-12-15,Cancelado,0,0
2574,6134,4,2023-08-19,Cancelado,0,0
2575,1026,1,2023-11-01,Cancelado,0,0
2576,2207,5,2023-08-15,Concluído,3,284
2577,3468,1,2023-01-20,Concluído,3,180
2578,8838,2,2023-10-13,Cancelado,0,0
2579,5652,5,2023-09-03,Cancelado,0,0
2580,2998,3,2023-12-21,Pendente,0,0
2581,6631,5,2023-04-27,Concluído,4,150
2582,8986,4,2023-06-07,Concluído,3,203
2583,4028,4,2023-01-31,Cancelado,0,0
2584,4919,4,2023-07-25,Pendente,0,0
2585,3402,1,2023-03-16,Concluído,4,198
2586,2576,5,2023-07-04,Concluído,6,196
2587,5214,5,2023-06-06,Concluído,7,294
2588,6642,5,2023-03-08,Concluído,6,317
2589,4605,3,2023-06-09,Concluído,5,247
2590,1755,3,2023-02-27,Pendente,0,0
2591,3439,1,2023-05-20,Concluído,1,249
2592,7339,3,2023-04-29,Cancelado,0,0
2593,9455,5,2023-12-02,Cancelado,0,0
2594,8485,5,2023-04-17,Concluído,7,208
2595,7267,5,2023-01-26,Concluído,4,199
2596,9380,5,2023-08-17,Concluído,2,324
2597,7703,2,2023-08-04,Concluído,5,279
2598,6083,5,2023-07-12,Cancelado,0,0
2599,9297,1,2023-02-08,Cancelado,0,0
2600,6446,3,2023-11-17,Concluído,2,158
2601,4680,1,2023-01-25,Concluído,5,247
2602,9666,4,2023-06-30,Concluído,4,344
2603,2834,1,2023-01-10,Concluído,1,349
2604,5771,2,2023-03-05,Concluído,1,150
2605,5494,2,2023-03-28,Cancelado,0,0
2606,4220,3,2023-08-13,Pendente,0,0
2607,6357,5,2023-08-03,Concluído,6,331
2608,6975,1,2023-05-17,Pendente,0,0
2609,3468,3,2023-04-19,Pendente,0,0
2610,3761,4,2023-07-04,Cancelado,0,0
2611,3638,5,2023-01-20,Pendente,0,0
2612,3508,2,2023-11-19,Cancelado,0,0
